Address,PropertyUse,XCoord,YCoord,K12_est,K-12_by_point
2418 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2418 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2418 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2416 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2416 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2416 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2418 Independence Ln Unit 1,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2418 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2418 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2418 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2418 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2416 Independence Ln Unit 4,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2416 Independence Ln Unit 3,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2416 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2416 Independence Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2416 Independence Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2416 Independence Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 1,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 2,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2422 Independence Ln Unit 3,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2422 Independence Ln Unit 4,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2420 Independence Ln Unit 5,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2420 Independence Ln Unit 6,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2424 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2422 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2430 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2430 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2418 Independence Ln Unit 2,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2454 Independence Ln Unit P1,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4330 Melody Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4314 Melody Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 3,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2430 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 2,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4330 Melody Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4330 Melody Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4330 Melody Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4328 Melody Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4328 Melody Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4328 Melody Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2454 Independence Ln Unit P2,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2428 Independence Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2410 Independence Ln Unit 4,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2412 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2410 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2412 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2412 Independence Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2410 Independence Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4314 Melody Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2402 Independence Ln Unit P7,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4316 Melody Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4312 Melody Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4312 Melody Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4310 Melody Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4310 Melody Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4310 Melody Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4310 Melody Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4312 Melody Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4312 Melody Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2402 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4312 Melody Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2404 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2404 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2404 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2404 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2402 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4312 Melody Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4312 Melody Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4312 Melody Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4310 Melody Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4310 Melody Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4310 Melody Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4310 Melody Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2426 Independence Ln Unit 210,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4324 Melody Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4328 Melody Ln Unit 1,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4328 Melody Ln Unit 2,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4330 Melody Ln Unit 3,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4330 Melody Ln Unit 4,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4328 Melody Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4328 Melody Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4328 Melody Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4328 Melody Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2402 Independence Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2402 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4316 Melody Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4324 Melody Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4326 Melody Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4326 Melody Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4326 Melody Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4324 Melody Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4324 Melody Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4324 Melody Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4326 Melody Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2404 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4326 Melody Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4326 Melody Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4326 Melody Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4324 Melody Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4324 Melody Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4324 Melody Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4326 Melody Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4322 Melody Ln Unit 212,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4322 Melody Ln Unit 211,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4322 Melody Ln Unit 210,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4322 Melody Ln Unit 209,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4320 Melody Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4320 Melody Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4320 Melody Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4320 Melody Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4318 Melody Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4318 Melody Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2402 Independence Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2402 Independence Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2402 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2404 Independence Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2404 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2404 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4330 Melody Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4330 Melody Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4330 Melody Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4326 Melody Ln Unit P4,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2408 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2406 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2406 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2406 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2406 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2402 Independence Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4326 Melody Ln Unit P3,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4330 Melody Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4326 Melody Ln Unit P2,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4326 Melody Ln Unit P1,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P13,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P12,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P11,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P10,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2408 Independence Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2408 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2408 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2406 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2406 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2406 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2406 Independence Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2408 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2408 Independence Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2408 Independence Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2408 Independence Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4316 Melody Ln Unit 1,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4316 Melody Ln Unit 2,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4314 Melody Ln Unit 3,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4314 Melody Ln Unit 4,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4316 Melody Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4316 Melody Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2402 Independence Ln Unit P9,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P8,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P6,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P2,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4328 Melody Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2422 Independence Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2422 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2422 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2420 Independence Ln Unit 109,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2420 Independence Ln Unit 110,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2420 Independence Ln Unit 111,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2420 Independence Ln Unit 112,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2424 Independence Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2422 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4310 Melody Ln Unit P1,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P3,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P5,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P4,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P5,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P6,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P7,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P8,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P9,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P10,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P11,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P12,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4310 Melody Ln Unit P13,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P1,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P2,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P3,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2402 Independence Ln Unit P4,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2426 Independence Ln Unit 209,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2426 Independence Ln Unit 211,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2434 Independence Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 3,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4332 Melody Ln Unit 112,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4332 Melody Ln Unit 111,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4332 Melody Ln Unit 110,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4332 Melody Ln Unit 109,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4334 Melody Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4334 Melody Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4334 Melody Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4334 Melody Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4336 Melody Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4336 Melody Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4336 Melody Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2426 Independence Ln Unit 112,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2426 Independence Ln Unit 111,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2426 Independence Ln Unit 110,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2426 Independence Ln Unit 109,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2428 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2430 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2430 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2430 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2430 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2426 Independence Ln Unit 6,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2426 Independence Ln Unit 5,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4336 Melody Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4336 Melody Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4336 Melody Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2434 Independence Ln Unit 105,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2502 Independence Ln,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2434 Independence Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2426 Independence Ln Unit 212,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2434 Independence Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2432 Independence Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2432 Independence Ln Unit 203,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2432 Independence Ln Unit 202,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2432 Independence Ln Unit 201,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2434 Independence Ln Unit 108,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2434 Independence Ln Unit 107,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2434 Independence Ln Unit 106,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2432 Independence Ln Unit 104,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4336 Melody Ln Unit 204,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2432 Independence Ln Unit 103,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2432 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
2432 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4332 Melody Ln Unit 212,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4332 Melody Ln Unit 211,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4332 Melody Ln Unit 210,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4332 Melody Ln Unit 209,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4334 Melody Ln Unit 208,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4334 Melody Ln Unit 207,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4334 Melody Ln Unit 206,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4334 Melody Ln Unit 205,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2428 Independence Ln Unit 4,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
4336 Melody Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2430 Independence Ln Unit 2,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
4326 Melody Ln Unit P12,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4324 Melody Ln Unit P10,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4324 Melody Ln Unit P9,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4324 Melody Ln Unit P8,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4324 Melody Ln Unit P7,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4324 Melody Ln Unit P6,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
4324 Melody Ln Unit P5,Condominium,841065.9400574,503834.33067209,0.0007727145892807351,36.00000000000042
2502 Independence Ln Unit 102,Condominium,841065.9400574,503834.33067209,0.15531563244542773,36.00000000000042
2502 Independence Ln Unit 101,Condominium,841065.9400574,503834.33067209,0.07804417351735425,36.00000000000042
