"GEO_ID","NAME","P012001","P012002","P012003","P012004","P012005","P012006","P012007","P012008","P012009","P012010","P012011","P012012","P012013","P012014","P012015","P012016","P012017","P012018","P012019","P012020","P012021","P012022","P012023","P012024","P012025","P012026","P012027","P012028","P012029","P012030","P012031","P012032","P012033","P012034","P012035","P012036","P012037","P012038","P012039","P012040","P012041","P012042","P012043","P012044","P012045","P012046","P012047","P012048","P012049"
"id","Geographic Area Name","Total","Total!!Male","Total!!Male!!Under 5 years","Total!!Male!!5 to 9 years","Total!!Male!!10 to 14 years","Total!!Male!!15 to 17 years","Total!!Male!!18 and 19 years","Total!!Male!!20 years","Total!!Male!!21 years","Total!!Male!!22 to 24 years","Total!!Male!!25 to 29 years","Total!!Male!!30 to 34 years","Total!!Male!!35 to 39 years","Total!!Male!!40 to 44 years","Total!!Male!!45 to 49 years","Total!!Male!!50 to 54 years","Total!!Male!!55 to 59 years","Total!!Male!!60 and 61 years","Total!!Male!!62 to 64 years","Total!!Male!!65 and 66 years","Total!!Male!!67 to 69 years","Total!!Male!!70 to 74 years","Total!!Male!!75 to 79 years","Total!!Male!!80 to 84 years","Total!!Male!!85 years and over","Total!!Female","Total!!Female!!Under 5 years","Total!!Female!!5 to 9 years","Total!!Female!!10 to 14 years","Total!!Female!!15 to 17 years","Total!!Female!!18 and 19 years","Total!!Female!!20 years","Total!!Female!!21 years","Total!!Female!!22 to 24 years","Total!!Female!!25 to 29 years","Total!!Female!!30 to 34 years","Total!!Female!!35 to 39 years","Total!!Female!!40 to 44 years","Total!!Female!!45 to 49 years","Total!!Female!!50 to 54 years","Total!!Female!!55 to 59 years","Total!!Female!!60 and 61 years","Total!!Female!!62 to 64 years","Total!!Female!!65 and 66 years","Total!!Female!!67 to 69 years","Total!!Female!!70 to 74 years","Total!!Female!!75 to 79 years","Total!!Female!!80 to 84 years","Total!!Female!!85 years and over"
"1000000US550250014033062","Block 3062, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","19","12","0","0","0","0","2","0","1","1","1","0","0","0","0","3","2","0","1","0","0","0","1","0","0","7","0","0","0","0","0","0","1","0","1","0","1","0","1","3","0","0","0","0","0","0","0","0","0"
"1000000US550250014033063","Block 3063, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","20","8","0","0","0","0","0","0","0","1","1","1","0","1","0","2","0","0","0","1","1","0","0","0","0","12","0","0","0","0","0","0","0","1","2","1","0","0","0","4","1","0","2","0","0","1","0","0","0"
"1000000US550250014033064","Block 3064, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","36","11","0","0","0","0","0","0","0","0","0","4","2","2","1","0","0","0","2","0","0","0","0","0","0","25","4","0","0","0","0","0","0","1","1","5","4","1","2","1","4","1","0","1","0","0","0","0","0"
"1000000US550250014033065","Block 3065, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250014033066","Block 3066, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250014033067","Block 3067, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250014033068","Block 3068, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","18","8","0","1","1","1","0","0","0","0","0","0","0","1","0","0","2","0","1","0","0","0","0","0","1","10","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","1","2","0","0","0","1","0","1"
"1000000US550250014033069","Block 3069, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250014033070","Block 3070, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250014033071","Block 3071, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","33","19","7","2","0","0","0","0","0","0","1","4","4","0","1","0","0","0","0","0","0","0","0","0","0","14","2","1","1","0","0","0","0","0","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250014033072","Block 3072, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","57","27","7","3","2","0","0","0","0","0","3","2","5","3","2","0","0","0","0","0","0","0","0","0","0","30","5","2","3","1","0","0","0","0","5","4","3","1","3","1","0","0","1","0","0","1","0","0","0"
"1000000US550250014033073","Block 3073, Block Group 3, Census Tract 14.03, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015011000","Block 1000, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015011001","Block 1001, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015011002","Block 1002, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","504","228","17","7","7","10","7","2","3","20","36","14","10","13","18","16","12","12","6","4","5","3","4","1","1","276","14","9","21","9","3","5","6","15","34","20","8","17","14","23","21","10","11","4","3","9","8","9","3"
"1000000US550250015011003","Block 1003, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","31","14","1","0","0","0","0","0","0","2","1","4","2","1","0","1","0","1","1","0","0","0","0","0","0","17","1","0","0","0","0","0","0","0","2","5","0","0","1","0","5","0","1","0","2","0","0","0","0"
"1000000US550250015011004","Block 1004, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","295","142","7","14","10","6","3","1","0","7","15","16","8","9","11","5","9","4","1","5","3","4","2","2","0","153","16","6","11","10","1","1","2","5","9","17","14","10","8","10","10","1","8","2","3","6","2","1","0"
"1000000US550250015011005","Block 1005, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","125","72","4","10","7","2","2","3","2","1","5","4","9","4","9","3","3","1","0","0","1","0","1","1","0","53","3","5","5","4","1","0","0","1","7","2","5","4","6","1","3","1","1","1","1","1","1","0","0"
"1000000US550250015011006","Block 1006, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","325","183","20","12","3","10","6","3","6","25","25","19","12","15","9","7","5","1","1","1","1","0","0","2","0","142","15","10","1","2","10","7","0","17","31","13","6","10","4","5","6","0","2","2","1","0","0","0","0"
"1000000US550250015011007","Block 1007, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","14","8","2","0","0","0","0","0","0","0","2","1","1","1","0","0","1","0","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015011008","Block 1008, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1000000US550250015011009","Block 1009, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015011010","Block 1010, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015011011","Block 1011, Block Group 1, Census Tract 15.01, Dane County, Wisconsin","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015012000","Block 2000, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","21","9","2","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","2","0","0","0","0","0","12","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","1","3","1","1","1","0","0","0"
"1000000US550250015012001","Block 2001, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","87","49","4","4","6","2","0","1","0","3","2","3","3","8","1","4","4","0","0","0","1","0","2","1","0","38","3","3","0","0","0","1","1","4","3","5","1","3","2","3","2","0","1","0","1","0","4","0","1"
"1000000US550250015012002","Block 2002, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","81","38","4","2","3","2","1","0","0","2","4","3","1","3","2","5","1","1","0","1","1","2","0","0","0","43","5","5","1","2","0","0","0","2","4","3","6","4","5","1","1","1","0","0","1","1","1","0","0"
"1000000US550250015012003","Block 2003, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","48","27","0","0","2","0","0","0","1","0","0","0","0","1","1","3","9","1","0","0","0","3","2","1","3","21","0","0","0","0","1","0","0","0","0","0","0","0","3","3","4","2","0","0","1","2","4","1","0"
"1000000US550250015012004","Block 2004, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","24","12","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","2","2","1","0","0","1","0","12","0","0","0","0","0","0","0","0","1","1","0","1","0","2","2","2","3","0","0","0","0","0","0"
"1000000US550250015012005","Block 2005, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015012006","Block 2006, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","127","63","6","5","4","0","2","0","0","4","9","5","4","3","3","11","4","0","0","0","2","0","0","0","1","64","6","3","5","1","1","0","2","2","9","6","1","4","5","12","2","1","2","0","2","0","0","0","0"
"1000000US550250015012007","Block 2007, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","73","36","1","2","0","0","0","0","0","0","0","0","1","2","9","2","6","2","2","1","3","0","2","1","2","37","1","1","1","1","0","0","1","0","0","0","2","1","6","3","3","2","3","1","4","0","4","3","0"
"1000000US550250015012008","Block 2008, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","58","30","4","1","1","2","1","0","0","0","0","2","2","4","1","1","4","2","0","0","2","2","0","0","1","28","1","1","3","2","0","0","0","1","1","2","2","1","1","3","1","1","2","0","1","3","1","0","1"
"1000000US550250015012009","Block 2009, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","28","14","0","1","0","1","1","0","0","1","0","0","1","1","0","1","3","1","0","0","2","0","1","0","0","14","0","0","1","1","0","0","0","0","1","0","0","1","2","1","2","1","2","0","0","1","1","0","0"
"1000000US550250015012010","Block 2010, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","83","39","1","3","0","0","1","0","0","0","2","6","3","2","2","2","7","1","2","1","0","1","1","4","0","44","1","1","0","4","1","0","1","1","3","2","4","2","4","3","3","2","3","1","1","2","2","3","0"
"1000000US550250015012011","Block 2011, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","23","10","0","0","1","0","0","0","0","0","1","0","0","0","0","1","2","1","0","2","0","0","2","0","0","13","0","2","0","0","0","0","0","0","0","1","0","1","3","1","3","0","0","0","0","0","1","0","1"
"1000000US550250015012012","Block 2012, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","48","23","1","1","1","1","0","0","0","0","0","4","1","3","1","2","3","1","0","1","0","1","1","1","0","25","3","1","2","1","0","0","0","0","2","2","2","2","3","0","3","1","1","0","0","1","1","0","0"
"1000000US550250015012013","Block 2013, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015012014","Block 2014, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015012015","Block 2015, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015012016","Block 2016, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015012017","Block 2017, Block Group 2, Census Tract 15.01, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021000","Block 1000, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021001","Block 1001, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021002","Block 1002, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","573","303","42","27","14","2","7","15","9","34","35","31","27","15","13","13","10","3","4","1","0","1","0","0","0","270","28","18","13","5","14","18","13","40","35","30","18","11","13","5","4","1","1","1","1","0","0","0","1"
"1000000US550250015021003","Block 1003, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021004","Block 1004, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","613","311","33","21","17","6","8","8","5","26","38","33","30","20","17","18","11","6","4","3","4","0","1","1","1","302","41","21","10","6","10","9","7","40","44","19","19","17","15","10","13","6","7","3","1","2","1","0","1"
"1000000US550250015021005","Block 1005, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","24","11","2","0","0","0","0","0","0","0","2","1","1","1","0","1","1","0","0","1","0","1","0","0","0","13","0","0","0","0","0","0","0","3","2","0","1","0","2","2","2","0","0","1","0","0","0","0","0"
"1000000US550250015021006","Block 1006, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","17","8","3","0","0","1","1","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","2","1","0","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021007","Block 1007, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","42","21","4","4","0","2","2","1","1","0","0","1","4","1","1","0","0","0","0","0","0","0","0","0","0","21","1","2","1","4","0","0","0","2","1","1","2","1","2","1","1","0","0","0","1","0","1","0","0"
"1000000US550250015021008","Block 1008, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","81","37","9","7","2","3","0","1","3","3","2","3","1","2","0","1","0","0","0","0","0","0","0","0","0","44","8","4","4","5","1","0","1","1","6","8","0","3","1","1","1","0","0","0","0","0","0","0","0"
"1000000US550250015021009","Block 1009, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021010","Block 1010, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021011","Block 1011, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021012","Block 1012, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"1000000US550250015021013","Block 1013, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","5","4","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1000000US550250015021014","Block 1014, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021015","Block 1015, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","25","14","0","0","3","1","0","0","0","0","1","2","1","1","0","3","0","0","0","0","0","0","0","0","2","11","2","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","0","0","2","1"
"1000000US550250015021016","Block 1016, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021017","Block 1017, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021018","Block 1018, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","24","13","1","0","0","0","0","1","0","0","0","2","2","0","2","1","2","1","0","0","0","0","0","0","1","11","0","0","0","0","1","0","0","0","1","0","0","2","1","1","1","1","1","0","0","1","1","0","0"
"1000000US550250015021019","Block 1019, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021020","Block 1020, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021021","Block 1021, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021022","Block 1022, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015021023","Block 1023, Block Group 1, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022000","Block 2000, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022001","Block 2001, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022002","Block 2002, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022003","Block 2003, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022004","Block 2004, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022005","Block 2005, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022006","Block 2006, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022007","Block 2007, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022008","Block 2008, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022009","Block 2009, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022010","Block 2010, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022011","Block 2011, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022012","Block 2012, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022013","Block 2013, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022014","Block 2014, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022015","Block 2015, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022016","Block 2016, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022017","Block 2017, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022018","Block 2018, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022019","Block 2019, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022020","Block 2020, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022021","Block 2021, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1000000US550250015022022","Block 2022, Block Group 2, Census Tract 15.02, Dane County, Wisconsin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
